"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Switch between various date ranges and product filters on the dashboard and verify table stability without errors.","5719","TC-RENEWAL-002: Verify Dynamic Date & Product Filter Switching on Renewal Dashboard","tests.latest_tests","2026-09-15","passed","2026-09-15","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Enter draft remarks, close/cancel modal, re-open modal, and verify unsaved draft was discarded.","3197","TC-RENEWAL-009: Verify Follow-Up Modal Cancellation Discards Unsaved Input","tests.latest_tests","2026-09-15","passed","2026-09-15","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Select 'Follow Up - Customer', enter dynamic remarks, save details, and assert success toast.","2654","TC-RENEWAL-010: Configure Call Disposition, Dynamic Remarks & Save Details","tests.latest_tests","2026-09-15","passed","2026-09-15","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Search with a non-existent 10-digit Subscription ID ('0000000000') and verify empty state display.","3699","TC-RENEWAL-011: Search Renewal Listing with Non-Existent Subscription ID","tests.latest_tests","2026-09-15","passed","2026-09-15","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Switch across listing tabs (Overdue, Upcoming, Due, All) and verify table updates cleanly without error.","1236","TC-RENEWAL-004: Verify Status Segment Tab Switching on Renewal Lead Listing","tests.latest_tests","2026-09-15","passed","2026-09-15","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Extract Subscription ID from the top row, open Follow Up Update modal, and verify details.","1686","TC-RENEWAL-007: Extract Top Row Subscription ID & Open Follow-Up Modal","tests.latest_tests","2026-09-15","passed","2026-09-15","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Clear search input and verify listing table restores and displays records.","2287","TC-RENEWAL-013: Clear Search Filter and Verify Full Lead Listing Restores","tests.latest_tests","2026-09-15","passed","2026-09-15","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Search with special characters and SQL injection payload strings, asserting system handles them safely without UI crash.","2306","TC-RENEWAL-012: Search Renewal Listing with Special Characters and Injection Strings","tests.latest_tests","2026-09-15","passed","2026-09-15","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Open History modal, switch to Follow Up History tab, and assert newly created follow-up card.","5005","TC-RENEWAL-015: Open History Modal & Verify Follow-Up Record and Remarks","tests.latest_tests","2026-09-15","passed","2026-09-15","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Verify pagination selector exists, switch rows per page or inspect page controls, and ensure table stability.","126","TC-RENEWAL-005: Verify Listing Rows Per Page and Pagination Controls","tests.latest_tests","2026-09-15","passed","2026-09-15","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Navigate to Renewal Dashboard (/dashboard/renewal), apply 'This Month' and 'Desktop' filters, verify key KPI tables and metrics are rendered, and scan for any red error messages or anomalies.","5325","TC-RENEWAL-001: Verify Renewal Dashboard UI, Filters, Metrics & Error Absence","tests.latest_tests","2026-09-15","passed","2026-09-15","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Search by Subscription ID in the listing search bar under 'All' tab and assert filtered record appears.","4247","TC-RENEWAL-014: Search Renewal Lead Listing by Copied Subscription ID","tests.latest_tests","2026-09-15","passed","2026-09-15","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Attempt to submit Follow-Up modal without selecting Call Disposition and assert submission is prevented.","131","TC-RENEWAL-008: Verify Mandatory Validation when Saving Follow-Up without Call Disposition","tests.latest_tests","2026-09-15","passed","2026-09-15","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Navigate to Renewal Lead Listing (/lead/renewal/listing) and verify header columns & table load.","7214","TC-RENEWAL-003: Navigate to Renewal Lead Listing & Validate Columns","tests.latest_tests","2026-09-15","passed","2026-09-15","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Navigate across other tabs in the History dialog (Status History / Audit logs) and close cleanly.","949","TC-RENEWAL-016: Navigate History Modal Tabs and Close Cleanly","tests.latest_tests","2026-09-15","passed","2026-09-15","TestRenewalLeadFlow","test_renewal_lead_flow","",""
"Click table column headers (Company Name / Expiry Date) to test sorting and ensure table re-renders cleanly.","1294","TC-RENEWAL-006: Verify Sortable Columns on Renewal Lead Listing Table","tests.latest_tests","2026-09-15","passed","2026-09-15","TestRenewalLeadFlow","test_renewal_lead_flow","",""
